t,timestamp,value,regime_hint,source_y_name,y_units,anomaly,changepoint,original_index,source_y_name_ru,recommended_group,source_dataset
34,2020-02-08 19:17:33,28.7525,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,62,температура жидкости в циркуляционном контуре,main_recommended,SKAB
35,2020-02-08 19:17:34,28.7561,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,63,температура жидкости в циркуляционном контуре,main_recommended,SKAB
36,2020-02-08 19:17:38,28.7569,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,67,температура жидкости в циркуляционном контуре,main_recommended,SKAB
37,2020-02-08 19:17:40,28.7601,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,69,температура жидкости в циркуляционном контуре,main_recommended,SKAB
38,2020-02-08 19:17:42,28.7558,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,71,температура жидкости в циркуляционном контуре,main_recommended,SKAB
39,2020-02-08 19:17:43,28.7598,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,72,температура жидкости в циркуляционном контуре,main_recommended,SKAB
40,2020-02-08 19:17:45,28.7555,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,74,температура жидкости в циркуляционном контуре,main_recommended,SKAB
41,2020-02-08 19:17:47,28.7465,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,76,температура жидкости в циркуляционном контуре,main_recommended,SKAB
42,2020-02-08 19:17:50,28.7512,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,78,температура жидкости в циркуляционном контуре,main_recommended,SKAB
43,2020-02-08 19:17:52,28.7432,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,80,температура жидкости в циркуляционном контуре,main_recommended,SKAB
44,2020-02-08 19:17:54,28.7367,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,82,температура жидкости в циркуляционном контуре,main_recommended,SKAB
45,2020-02-08 19:17:55,28.7513,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,83,температура жидкости в циркуляционном контуре,main_recommended,SKAB
46,2020-02-08 19:17:57,28.7557,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,85,температура жидкости в циркуляционном контуре,main_recommended,SKAB
47,2020-02-08 19:17:59,28.7503,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,87,температура жидкости в циркуляционном контуре,main_recommended,SKAB
48,2020-02-08 19:18:01,28.7548,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,89,температура жидкости в циркуляционном контуре,main_recommended,SKAB
49,2020-02-08 19:18:03,28.762,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,91,температура жидкости в циркуляционном контуре,main_recommended,SKAB
50,2020-02-08 19:18:04,28.7516,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,92,температура жидкости в циркуляционном контуре,main_recommended,SKAB
51,2020-02-08 19:18:06,28.756,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,94,температура жидкости в циркуляционном контуре,main_recommended,SKAB
52,2020-02-08 19:18:09,28.7505,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,96,температура жидкости в циркуляционном контуре,main_recommended,SKAB
53,2020-02-08 19:18:11,28.7485,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,98,температура жидкости в циркуляционном контуре,main_recommended,SKAB
54,2020-02-08 19:18:13,28.7504,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,100,температура жидкости в циркуляционном контуре,main_recommended,SKAB
55,2020-02-08 19:18:14,28.751,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,101,температура жидкости в циркуляционном контуре,main_recommended,SKAB
56,2020-02-08 19:18:16,28.7568,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,103,температура жидкости в циркуляционном контуре,main_recommended,SKAB
57,2020-02-08 19:18:18,28.7634,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,105,температура жидкости в циркуляционном контуре,main_recommended,SKAB
58,2020-02-08 19:18:20,28.7704,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,107,температура жидкости в циркуляционном контуре,main_recommended,SKAB
59,2020-02-08 19:18:22,28.7597,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,109,температура жидкости в циркуляционном контуре,main_recommended,SKAB
60,2020-02-08 19:18:24,28.7735,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,111,температура жидкости в циркуляционном контуре,main_recommended,SKAB
61,2020-02-08 19:18:25,28.7759,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,112,температура жидкости в циркуляционном контуре,main_recommended,SKAB
62,2020-02-08 19:18:27,28.7707,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,114,температура жидкости в циркуляционном контуре,main_recommended,SKAB
63,2020-02-08 19:18:29,28.7729,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,116,температура жидкости в циркуляционном контуре,main_recommended,SKAB
64,2020-02-08 19:18:32,28.8001,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,118,температура жидкости в циркуляционном контуре,main_recommended,SKAB
65,2020-02-08 19:18:34,28.7838,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,120,температура жидкости в циркуляционном контуре,main_recommended,SKAB
66,2020-02-08 19:18:35,28.7838,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,121,температура жидкости в циркуляционном контуре,main_recommended,SKAB
67,2020-02-08 19:18:37,28.7651,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,123,температура жидкости в циркуляционном контуре,main_recommended,SKAB
68,2020-02-08 19:18:39,28.7685,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,125,температура жидкости в циркуляционном контуре,main_recommended,SKAB
69,2020-02-08 19:18:41,28.774,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,127,температура жидкости в циркуляционном контуре,main_recommended,SKAB
70,2020-02-08 19:18:43,28.7607,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,129,температура жидкости в циркуляционном контуре,main_recommended,SKAB
71,2020-02-08 19:18:44,28.7535,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,130,температура жидкости в циркуляционном контуре,main_recommended,SKAB
72,2020-02-08 19:18:46,28.7541,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,132,температура жидкости в циркуляционном контуре,main_recommended,SKAB
73,2020-02-08 19:18:48,28.7591,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,134,температура жидкости в циркуляционном контуре,main_recommended,SKAB
74,2020-02-08 19:18:50,28.751,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,136,температура жидкости в циркуляционном контуре,main_recommended,SKAB
75,2020-02-08 19:18:52,28.7512,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,138,температура жидкости в циркуляционном контуре,main_recommended,SKAB
76,2020-02-08 19:18:54,28.7617,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,139,температура жидкости в циркуляционном контуре,main_recommended,SKAB
77,2020-02-08 19:18:56,28.7546,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,141,температура жидкости в циркуляционном контуре,main_recommended,SKAB
78,2020-02-08 19:18:58,28.7489,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,143,температура жидкости в циркуляционном контуре,main_recommended,SKAB
79,2020-02-08 19:19:00,28.7421,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,145,температура жидкости в циркуляционном контуре,main_recommended,SKAB
80,2020-02-08 19:19:02,28.7509,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,147,температура жидкости в циркуляционном контуре,main_recommended,SKAB
81,2020-02-08 19:19:04,28.7484,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,149,температура жидкости в циркуляционном контуре,main_recommended,SKAB
82,2020-02-08 19:19:05,28.7484,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,150,температура жидкости в циркуляционном контуре,main_recommended,SKAB
83,2020-02-08 19:19:07,28.7523,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,152,температура жидкости в циркуляционном контуре,main_recommended,SKAB
84,2020-02-08 19:19:09,28.7438,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,154,температура жидкости в циркуляционном контуре,main_recommended,SKAB
85,2020-02-08 19:19:12,28.7524,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,156,температура жидкости в циркуляционном контуре,main_recommended,SKAB
86,2020-02-08 19:19:14,28.7528,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,158,температура жидкости в циркуляционном контуре,main_recommended,SKAB
87,2020-02-08 19:19:15,28.7589,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,159,температура жидкости в циркуляционном контуре,main_recommended,SKAB
88,2020-02-08 19:19:17,28.7542,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,161,температура жидкости в циркуляционном контуре,main_recommended,SKAB
89,2020-02-08 19:19:19,28.7539,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,163,температура жидкости в циркуляционном контуре,main_recommended,SKAB
90,2020-02-08 19:19:21,28.7536,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,165,температура жидкости в циркуляционном контуре,main_recommended,SKAB
91,2020-02-08 19:19:23,28.7671,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,167,температура жидкости в циркуляционном контуре,main_recommended,SKAB
92,2020-02-08 19:19:24,28.7605,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,168,температура жидкости в циркуляционном контуре,main_recommended,SKAB
93,2020-02-08 19:19:26,28.765,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,170,температура жидкости в циркуляционном контуре,main_recommended,SKAB
94,2020-02-08 19:19:28,28.7624,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,172,температура жидкости в циркуляционном контуре,main_recommended,SKAB
95,2020-02-08 19:19:31,28.7733,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,174,температура жидкости в циркуляционном контуре,main_recommended,SKAB
96,2020-02-08 19:19:33,28.7707,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,176,температура жидкости в циркуляционном контуре,main_recommended,SKAB
97,2020-02-08 19:19:35,28.772,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,178,температура жидкости в циркуляционном контуре,main_recommended,SKAB
98,2020-02-08 19:19:36,28.7732,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,179,температура жидкости в циркуляционном контуре,main_recommended,SKAB
99,2020-02-08 19:19:38,28.7749,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,181,температура жидкости в циркуляционном контуре,main_recommended,SKAB
100,2020-02-08 19:19:40,28.7705,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,183,температура жидкости в циркуляционном контуре,main_recommended,SKAB
101,2020-02-08 19:19:42,28.7789,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,185,температура жидкости в циркуляционном контуре,main_recommended,SKAB
102,2020-02-08 19:19:44,28.7683,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,187,температура жидкости в циркуляционном контуре,main_recommended,SKAB
103,2020-02-08 19:19:45,28.7683,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,188,температура жидкости в циркуляционном контуре,main_recommended,SKAB
104,2020-02-08 19:19:49,28.7862,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,192,температура жидкости в циркуляционном контуре,main_recommended,SKAB
105,2020-02-08 19:19:52,28.7745,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,194,температура жидкости в циркуляционном контуре,main_recommended,SKAB
106,2020-02-08 19:19:54,28.772,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,196,температура жидкости в циркуляционном контуре,main_recommended,SKAB
107,2020-02-08 19:19:55,28.7738,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,197,температура жидкости в циркуляционном контуре,main_recommended,SKAB
108,2020-02-08 19:19:57,28.7612,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,199,температура жидкости в циркуляционном контуре,main_recommended,SKAB
109,2020-02-08 19:19:59,28.7728,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,201,температура жидкости в циркуляционном контуре,main_recommended,SKAB
110,2020-02-08 19:20:01,28.7641,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,203,температура жидкости в циркуляционном контуре,main_recommended,SKAB
111,2020-02-08 19:20:03,28.7629,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,205,температура жидкости в циркуляционном контуре,main_recommended,SKAB
112,2020-02-08 19:20:05,28.7629,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,207,температура жидкости в циркуляционном контуре,main_recommended,SKAB
113,2020-02-08 19:20:06,28.7559,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,208,температура жидкости в циркуляционном контуре,main_recommended,SKAB
114,2020-02-08 19:20:08,28.766,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,210,температура жидкости в циркуляционном контуре,main_recommended,SKAB
115,2020-02-08 19:20:10,28.7565,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,212,температура жидкости в циркуляционном контуре,main_recommended,SKAB
116,2020-02-08 19:20:12,28.7554,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,214,температура жидкости в циркуляционном контуре,main_recommended,SKAB
117,2020-02-08 19:20:14,28.7522,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,216,температура жидкости в циркуляционном контуре,main_recommended,SKAB
118,2020-02-08 19:20:15,28.7573,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,217,температура жидкости в циркуляционном контуре,main_recommended,SKAB
119,2020-02-08 19:20:18,28.7489,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,219,температура жидкости в циркуляционном контуре,main_recommended,SKAB
120,2020-02-08 19:20:20,28.7538,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,221,температура жидкости в циркуляционном контуре,main_recommended,SKAB
121,2020-02-08 19:20:22,28.7571,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,223,температура жидкости в циркуляционном контуре,main_recommended,SKAB
122,2020-02-08 19:20:24,28.7607,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,225,температура жидкости в циркуляционном контуре,main_recommended,SKAB
123,2020-02-08 19:20:25,28.7607,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,226,температура жидкости в циркуляционном контуре,main_recommended,SKAB
124,2020-02-08 19:20:27,28.7502,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,228,температура жидкости в циркуляционном контуре,main_recommended,SKAB
125,2020-02-08 19:20:29,28.7418,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,230,температура жидкости в циркуляционном контуре,main_recommended,SKAB
126,2020-02-08 19:20:31,28.739,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,232,температура жидкости в циркуляционном контуре,main_recommended,SKAB
127,2020-02-08 19:20:33,28.7423,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,234,температура жидкости в циркуляционном контуре,main_recommended,SKAB
128,2020-02-08 19:20:35,28.7366,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,236,температура жидкости в циркуляционном контуре,main_recommended,SKAB
129,2020-02-08 19:20:36,28.735,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,237,температура жидкости в циркуляционном контуре,main_recommended,SKAB
130,2020-02-08 19:20:38,28.7325,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,239,температура жидкости в циркуляционном контуре,main_recommended,SKAB
131,2020-02-08 19:20:40,28.7315,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,241,температура жидкости в циркуляционном контуре,main_recommended,SKAB
132,2020-02-08 19:20:43,28.7336,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,243,температура жидкости в циркуляционном контуре,main_recommended,SKAB
133,2020-02-08 19:20:45,28.7306,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,245,температура жидкости в циркуляционном контуре,main_recommended,SKAB
134,2020-02-08 19:20:46,28.7299,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,246,температура жидкости в циркуляционном контуре,main_recommended,SKAB
135,2020-02-08 19:20:48,28.7293,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,248,температура жидкости в циркуляционном контуре,main_recommended,SKAB
136,2020-02-08 19:20:50,28.7281,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,250,температура жидкости в циркуляционном контуре,main_recommended,SKAB
137,2020-02-08 19:20:52,28.7299,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,252,температура жидкости в циркуляционном контуре,main_recommended,SKAB
138,2020-02-08 19:20:54,28.7354,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,254,температура жидкости в циркуляционном контуре,main_recommended,SKAB
139,2020-02-08 19:20:55,28.7426,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,255,температура жидкости в циркуляционном контуре,main_recommended,SKAB
140,2020-02-08 19:20:57,28.7248,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,257,температура жидкости в циркуляционном контуре,main_recommended,SKAB
141,2020-02-08 19:20:59,28.7359,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,259,температура жидкости в циркуляционном контуре,main_recommended,SKAB
142,2020-02-08 19:21:02,28.7304,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,261,температура жидкости в циркуляционном контуре,main_recommended,SKAB
143,2020-02-08 19:21:04,28.7264,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,263,температура жидкости в циркуляционном контуре,main_recommended,SKAB
144,2020-02-08 19:21:05,28.7273,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,264,температура жидкости в циркуляционном контуре,main_recommended,SKAB
145,2020-02-08 19:21:07,28.7299,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,266,температура жидкости в циркуляционном контуре,main_recommended,SKAB
146,2020-02-08 19:21:09,28.723,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,268,температура жидкости в циркуляционном контуре,main_recommended,SKAB
147,2020-02-08 19:21:11,28.7325,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,270,температура жидкости в циркуляционном контуре,main_recommended,SKAB
148,2020-02-08 19:21:13,28.7223,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,272,температура жидкости в циркуляционном контуре,main_recommended,SKAB
149,2020-02-08 19:21:15,28.724,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,274,температура жидкости в циркуляционном контуре,main_recommended,SKAB
150,2020-02-08 19:21:16,28.7352,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,275,температура жидкости в циркуляционном контуре,main_recommended,SKAB
151,2020-02-08 19:21:18,28.7271,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,277,температура жидкости в циркуляционном контуре,main_recommended,SKAB
152,2020-02-08 19:21:20,28.7246,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,279,температура жидкости в циркуляционном контуре,main_recommended,SKAB
153,2020-02-08 19:21:23,28.7286,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,281,температура жидкости в циркуляционном контуре,main_recommended,SKAB
154,2020-02-08 19:21:25,28.7395,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,283,температура жидкости в циркуляционном контуре,main_recommended,SKAB
155,2020-02-08 19:21:26,28.7352,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,284,температура жидкости в циркуляционном контуре,main_recommended,SKAB
156,2020-02-08 19:21:28,28.7351,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,286,температура жидкости в циркуляционном контуре,main_recommended,SKAB
157,2020-02-08 19:21:30,28.7346,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,288,температура жидкости в циркуляционном контуре,main_recommended,SKAB
158,2020-02-08 19:21:32,28.7298,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,290,температура жидкости в циркуляционном контуре,main_recommended,SKAB
159,2020-02-08 19:21:34,28.733,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,292,температура жидкости в циркуляционном контуре,main_recommended,SKAB
160,2020-02-08 19:21:35,28.7365,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,293,температура жидкости в циркуляционном контуре,main_recommended,SKAB
161,2020-02-08 19:21:37,28.7338,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,295,температура жидкости в циркуляционном контуре,main_recommended,SKAB
162,2020-02-08 19:21:40,28.7349,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,297,температура жидкости в циркуляционном контуре,main_recommended,SKAB
163,2020-02-08 19:21:42,28.7391,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,299,температура жидкости в циркуляционном контуре,main_recommended,SKAB
164,2020-02-08 19:21:44,28.7395,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,301,температура жидкости в циркуляционном контуре,main_recommended,SKAB
165,2020-02-08 19:21:46,28.7415,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,303,температура жидкости в циркуляционном контуре,main_recommended,SKAB
166,2020-02-08 19:21:47,28.7316,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,304,температура жидкости в циркуляционном контуре,main_recommended,SKAB
167,2020-02-08 19:21:49,28.7292,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,306,температура жидкости в циркуляционном контуре,main_recommended,SKAB
168,2020-02-08 19:21:51,28.7287,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,308,температура жидкости в циркуляционном контуре,main_recommended,SKAB
169,2020-02-08 19:21:53,28.7262,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,310,температура жидкости в циркуляционном контуре,main_recommended,SKAB
170,2020-02-08 19:21:55,28.73,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,312,температура жидкости в циркуляционном контуре,main_recommended,SKAB
171,2020-02-08 19:21:56,28.7323,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,313,температура жидкости в циркуляционном контуре,main_recommended,SKAB
172,2020-02-08 19:21:58,28.735,normal_mode,fluid temperature in circulation loop,°C,0.0,0.0,315,температура жидкости в циркуляционном контуре,main_recommended,SKAB
