t,timestamp,value,regime_hint,source_y_name,y_units,anomaly,changepoint,original_index,source_y_name_ru,recommended_group,source_dataset
21,2020-03-09 10:35:27,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,44,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
22,2020-03-09 10:35:29,31.9986,normal_mode,flow rate in pump loop,L/min,0.0,0.0,46,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
23,2020-03-09 10:35:32,31.0015,normal_mode,flow rate in pump loop,L/min,0.0,0.0,48,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
24,2020-03-09 10:35:34,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,50,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
25,2020-03-09 10:35:36,31.9986,normal_mode,flow rate in pump loop,L/min,0.0,0.0,52,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
26,2020-03-09 10:35:38,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,54,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
27,2020-03-09 10:35:41,31.9986,normal_mode,flow rate in pump loop,L/min,0.0,0.0,56,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
28,2020-03-09 10:35:44,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,58,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
29,2020-03-09 10:35:46,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,60,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
30,2020-03-09 10:35:49,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,62,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
31,2020-03-09 10:35:51,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,64,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
32,2020-03-09 10:35:53,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,66,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
33,2020-03-09 10:35:55,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,68,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
34,2020-03-09 10:35:58,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,70,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
35,2020-03-09 10:36:00,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,72,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
36,2020-03-09 10:36:02,32.9986,normal_mode,flow rate in pump loop,L/min,0.0,0.0,74,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
37,2020-03-09 10:36:05,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,76,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
38,2020-03-09 10:36:08,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,78,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
39,2020-03-09 10:36:10,32.9986,normal_mode,flow rate in pump loop,L/min,0.0,0.0,80,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
40,2020-03-09 10:36:12,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,82,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
41,2020-03-09 10:36:15,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,84,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
42,2020-03-09 10:36:17,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,86,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
43,2020-03-09 10:36:19,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,88,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
44,2020-03-09 10:36:22,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,90,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
45,2020-03-09 10:36:24,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,92,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
46,2020-03-09 10:36:26,32.0012,normal_mode,flow rate in pump loop,L/min,0.0,0.0,94,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
47,2020-03-09 10:36:28,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,96,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
48,2020-03-09 10:36:32,32.9988,normal_mode,flow rate in pump loop,L/min,0.0,0.0,98,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
49,2020-03-09 10:36:34,32.9988,normal_mode,flow rate in pump loop,L/min,0.0,0.0,100,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
50,2020-03-09 10:36:36,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,102,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
51,2020-03-09 10:36:39,32.9988,normal_mode,flow rate in pump loop,L/min,0.0,0.0,104,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
52,2020-03-09 10:36:41,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,106,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
53,2020-03-09 10:36:43,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,108,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
54,2020-03-09 10:36:46,32.9988,normal_mode,flow rate in pump loop,L/min,0.0,0.0,110,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
55,2020-03-09 10:36:48,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,112,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
56,2020-03-09 10:36:50,32.9988,normal_mode,flow rate in pump loop,L/min,0.0,0.0,114,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
57,2020-03-09 10:36:52,32.0012,normal_mode,flow rate in pump loop,L/min,0.0,0.0,116,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
58,2020-03-09 10:36:56,32.0012,normal_mode,flow rate in pump loop,L/min,0.0,0.0,118,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
59,2020-03-09 10:36:58,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,120,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
60,2020-03-09 10:37:00,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,122,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
61,2020-03-09 10:37:05,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,126,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
62,2020-03-09 10:37:07,32.9976,normal_mode,flow rate in pump loop,L/min,0.0,0.0,128,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
63,2020-03-09 10:37:09,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,130,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
64,2020-03-09 10:37:12,32.9988,normal_mode,flow rate in pump loop,L/min,0.0,0.0,132,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
65,2020-03-09 10:37:14,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,134,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
66,2020-03-09 10:37:16,32.0012,normal_mode,flow rate in pump loop,L/min,0.0,0.0,136,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
67,2020-03-09 10:37:20,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,138,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
68,2020-03-09 10:37:22,32.0012,normal_mode,flow rate in pump loop,L/min,0.0,0.0,140,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
69,2020-03-09 10:37:24,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,142,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
70,2020-03-09 10:37:27,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,144,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
71,2020-03-09 10:37:29,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,146,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
72,2020-03-09 10:37:32,32.9988,normal_mode,flow rate in pump loop,L/min,0.0,0.0,148,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
73,2020-03-09 10:37:34,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,150,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
74,2020-03-09 10:37:37,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,152,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
75,2020-03-09 10:37:39,32.9988,normal_mode,flow rate in pump loop,L/min,0.0,0.0,154,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
76,2020-03-09 10:37:41,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,156,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
77,2020-03-09 10:37:44,32.9988,normal_mode,flow rate in pump loop,L/min,0.0,0.0,158,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
78,2020-03-09 10:37:46,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,160,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
79,2020-03-09 10:37:48,32.0012,normal_mode,flow rate in pump loop,L/min,0.0,0.0,162,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
80,2020-03-09 10:37:50,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,164,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
81,2020-03-09 10:37:54,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,166,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
82,2020-03-09 10:37:56,32.0012,normal_mode,flow rate in pump loop,L/min,0.0,0.0,168,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
83,2020-03-09 10:37:58,32.9988,normal_mode,flow rate in pump loop,L/min,0.0,0.0,170,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
84,2020-03-09 10:38:01,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,172,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
85,2020-03-09 10:38:03,32.0012,normal_mode,flow rate in pump loop,L/min,0.0,0.0,174,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
86,2020-03-09 10:38:05,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,176,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
87,2020-03-09 10:38:07,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,178,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
88,2020-03-09 10:38:10,32.9988,normal_mode,flow rate in pump loop,L/min,0.0,0.0,180,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
89,2020-03-09 10:38:12,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,182,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
90,2020-03-09 10:38:14,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,184,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
91,2020-03-09 10:38:17,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,186,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
92,2020-03-09 10:38:20,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,188,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
93,2020-03-09 10:38:22,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,190,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
94,2020-03-09 10:38:25,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,192,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
95,2020-03-09 10:38:27,32.001,normal_mode,flow rate in pump loop,L/min,0.0,0.0,194,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
96,2020-03-09 10:38:29,32.999,normal_mode,flow rate in pump loop,L/min,0.0,0.0,196,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
97,2020-03-09 10:38:31,32.999,normal_mode,flow rate in pump loop,L/min,0.0,0.0,198,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
98,2020-03-09 10:38:34,32.999,normal_mode,flow rate in pump loop,L/min,0.0,0.0,200,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
99,2020-03-09 10:38:36,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,202,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
100,2020-03-09 10:38:42,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,206,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
101,2020-03-09 10:38:44,32.001,normal_mode,flow rate in pump loop,L/min,0.0,0.0,208,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
102,2020-03-09 10:38:46,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,210,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
103,2020-03-09 10:38:48,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,212,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
104,2020-03-09 10:38:51,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,214,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
105,2020-03-09 10:38:53,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,216,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
106,2020-03-09 10:38:55,32.001,normal_mode,flow rate in pump loop,L/min,0.0,0.0,218,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
107,2020-03-09 10:38:57,32.999,normal_mode,flow rate in pump loop,L/min,0.0,0.0,220,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
108,2020-03-09 10:39:01,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,222,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
109,2020-03-09 10:39:03,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,224,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
110,2020-03-09 10:39:05,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,226,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
111,2020-03-09 10:39:08,32.999,normal_mode,flow rate in pump loop,L/min,0.0,0.0,228,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
112,2020-03-09 10:39:10,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,230,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
113,2020-03-09 10:39:12,32.999,normal_mode,flow rate in pump loop,L/min,0.0,0.0,232,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
114,2020-03-09 10:39:15,32.999,normal_mode,flow rate in pump loop,L/min,0.0,0.0,234,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
115,2020-03-09 10:39:17,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,236,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
116,2020-03-09 10:39:19,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,238,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
117,2020-03-09 10:39:21,32.001,normal_mode,flow rate in pump loop,L/min,0.0,0.0,240,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
118,2020-03-09 10:39:25,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,242,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
119,2020-03-09 10:39:27,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,244,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
120,2020-03-09 10:39:29,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,246,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
121,2020-03-09 10:39:32,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,248,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
122,2020-03-09 10:39:34,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,250,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
123,2020-03-09 10:39:36,32.001,normal_mode,flow rate in pump loop,L/min,0.0,0.0,252,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
124,2020-03-09 10:39:38,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,254,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
125,2020-03-09 10:39:41,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,256,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
126,2020-03-09 10:39:44,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,258,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
127,2020-03-09 10:39:46,32.001,normal_mode,flow rate in pump loop,L/min,0.0,0.0,260,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
128,2020-03-09 10:39:49,32.001,normal_mode,flow rate in pump loop,L/min,0.0,0.0,262,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
129,2020-03-09 10:39:51,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,264,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
130,2020-03-09 10:39:53,32.999,normal_mode,flow rate in pump loop,L/min,0.0,0.0,266,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
131,2020-03-09 10:39:55,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,268,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
132,2020-03-09 10:39:58,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,270,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
133,2020-03-09 10:40:00,32.001,normal_mode,flow rate in pump loop,L/min,0.0,0.0,272,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
134,2020-03-09 10:40:02,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,274,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
135,2020-03-09 10:40:06,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,276,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
136,2020-03-09 10:40:08,32.001,normal_mode,flow rate in pump loop,L/min,0.0,0.0,278,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
137,2020-03-09 10:40:10,31.001,normal_mode,flow rate in pump loop,L/min,0.0,0.0,280,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
138,2020-03-09 10:40:13,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,282,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
139,2020-03-09 10:40:17,32.999,normal_mode,flow rate in pump loop,L/min,0.0,0.0,286,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
140,2020-03-09 10:40:19,31.999,normal_mode,flow rate in pump loop,L/min,0.0,0.0,288,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
141,2020-03-09 10:40:22,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,290,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
142,2020-03-09 10:40:24,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,292,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
143,2020-03-09 10:40:26,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,294,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
144,2020-03-09 10:40:30,31.0007,normal_mode,flow rate in pump loop,L/min,0.0,0.0,296,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
145,2020-03-09 10:40:32,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,298,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
146,2020-03-09 10:40:34,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,300,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
147,2020-03-09 10:40:36,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,302,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
148,2020-03-09 10:40:39,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,304,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
149,2020-03-09 10:40:41,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,306,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
150,2020-03-09 10:40:43,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,308,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
151,2020-03-09 10:40:46,32.0007,normal_mode,flow rate in pump loop,L/min,0.0,0.0,310,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
152,2020-03-09 10:40:49,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,312,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
153,2020-03-09 10:40:51,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,314,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
154,2020-03-09 10:40:54,31.0007,normal_mode,flow rate in pump loop,L/min,0.0,0.0,316,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
155,2020-03-09 10:40:56,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,318,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
156,2020-03-09 10:40:58,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,320,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
157,2020-03-09 10:41:00,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,322,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
158,2020-03-09 10:41:03,31.9993,normal_mode,flow rate in pump loop,L/min,0.0,0.0,324,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
159,2020-03-09 10:41:05,31.0007,normal_mode,flow rate in pump loop,L/min,0.0,0.0,326,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
160,2020-03-09 10:41:07,32.0007,normal_mode,flow rate in pump loop,L/min,0.0,0.0,328,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
161,2020-03-09 10:41:10,32.9986,normal_mode,flow rate in pump loop,L/min,0.0,0.0,330,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
162,2020-03-09 10:41:13,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,332,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
163,2020-03-09 10:41:15,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,334,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
164,2020-03-09 10:41:17,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,336,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
165,2020-03-09 10:41:20,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,338,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
166,2020-03-09 10:41:22,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,340,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
167,2020-03-09 10:41:24,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,342,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
168,2020-03-09 10:41:26,31.9993,normal_mode,flow rate in pump loop,L/min,0.0,0.0,344,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
169,2020-03-09 10:41:29,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,346,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
170,2020-03-09 10:41:32,32.0,normal_mode,flow rate in pump loop,L/min,0.0,0.0,348,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
171,2020-03-09 10:41:34,32.9993,normal_mode,flow rate in pump loop,L/min,0.0,0.0,350,расход жидкости в циркуляционном контуре насоса,main_recommended,SKAB
