t,timestamp,value,regime_hint,source_y_name,y_units,anomaly,changepoint,original_index,source_y_name_ru,recommended_group,source_dataset
25,2020-02-08 16:48:10,0.213317,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,52,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
26,2020-02-08 16:48:12,0.21346,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,54,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
27,2020-02-08 16:48:16,0.212697,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,56,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
28,2020-02-08 16:48:18,0.214779,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,58,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
29,2020-02-08 16:48:20,0.213499,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,60,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
30,2020-02-08 16:48:22,0.210605,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,62,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
31,2020-02-08 16:48:24,0.217844,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,64,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
32,2020-02-08 16:48:28,0.210841,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,66,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
33,2020-02-08 16:48:30,0.213823,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,68,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
34,2020-02-08 16:48:32,0.211461,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,70,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
35,2020-02-08 16:48:34,0.212977,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,72,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
36,2020-02-08 16:48:36,0.210928,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,74,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
37,2020-02-08 16:48:38,0.213606,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,76,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
38,2020-02-08 16:48:41,0.210808,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,78,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
39,2020-02-08 16:48:43,0.217271,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,80,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
40,2020-02-08 16:48:45,0.217485,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,82,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
41,2020-02-08 16:48:47,0.211851,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,84,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
42,2020-02-08 16:48:50,0.214123,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,86,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
43,2020-02-08 16:48:53,0.20888,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,88,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
44,2020-02-08 16:48:55,0.217023,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,90,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
45,2020-02-08 16:48:57,0.216731,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,92,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
46,2020-02-08 16:48:59,0.21756,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,94,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
47,2020-02-08 16:49:01,0.217932,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,96,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
48,2020-02-08 16:49:03,0.212229,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,98,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
49,2020-02-08 16:49:06,0.216146,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,100,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
50,2020-02-08 16:49:08,0.213071,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,102,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
51,2020-02-08 16:49:10,0.208513,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,104,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
52,2020-02-08 16:49:13,0.211464,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,106,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
53,2020-02-08 16:49:15,0.213282,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,108,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
54,2020-02-08 16:49:18,0.207751,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,110,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
55,2020-02-08 16:49:20,0.213182,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,112,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
56,2020-02-08 16:49:22,0.211533,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,114,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
57,2020-02-08 16:49:24,0.216517,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,116,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
58,2020-02-08 16:49:26,0.214132,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,118,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
59,2020-02-08 16:49:28,0.212775,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,120,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
60,2020-02-08 16:49:31,0.212745,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,122,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
61,2020-02-08 16:49:36,0.210768,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,126,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
62,2020-02-08 16:49:38,0.216189,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,128,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
63,2020-02-08 16:49:40,0.215215,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,130,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
64,2020-02-08 16:49:42,0.214298,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,132,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
65,2020-02-08 16:49:45,0.209716,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,134,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
66,2020-02-08 16:49:47,0.215271,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,136,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
67,2020-02-08 16:49:49,0.213531,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,138,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
68,2020-02-08 16:49:51,0.209516,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,140,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
69,2020-02-08 16:49:53,0.216598,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,142,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
70,2020-02-08 16:49:56,0.211656,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,144,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
71,2020-02-08 16:49:59,0.213433,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,146,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
72,2020-02-08 16:50:01,0.211056,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,148,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
73,2020-02-08 16:50:03,0.21692,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,150,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
74,2020-02-08 16:50:05,0.213943,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,152,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
75,2020-02-08 16:50:07,0.210843,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,154,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
76,2020-02-08 16:50:10,0.21114,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,156,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
77,2020-02-08 16:50:12,0.212331,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,158,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
78,2020-02-08 16:50:14,0.215736,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,160,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
79,2020-02-08 16:50:16,0.215343,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,162,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
80,2020-02-08 16:50:19,0.213977,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,164,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
81,2020-02-08 16:50:22,0.21079,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,166,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
82,2020-02-08 16:50:24,0.210772,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,168,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
83,2020-02-08 16:50:26,0.214903,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,170,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
84,2020-02-08 16:50:28,0.216273,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,172,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
85,2020-02-08 16:50:30,0.215028,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,174,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
86,2020-02-08 16:50:32,0.213589,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,176,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
87,2020-02-08 16:50:35,0.216079,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,178,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
88,2020-02-08 16:50:37,0.213303,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,180,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
89,2020-02-08 16:50:40,0.215271,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,182,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
90,2020-02-08 16:50:42,0.213342,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,184,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
91,2020-02-08 16:50:44,0.213091,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,186,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
92,2020-02-08 16:50:47,0.210204,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,188,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
93,2020-02-08 16:50:49,0.212855,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,190,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
94,2020-02-08 16:50:51,0.212816,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,192,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
95,2020-02-08 16:50:53,0.21257,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,194,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
96,2020-02-08 16:50:55,0.216686,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,196,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
97,2020-02-08 16:50:57,0.211495,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,198,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
98,2020-02-08 16:51:00,0.218838,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,200,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
99,2020-02-08 16:51:02,0.213513,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,202,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
100,2020-02-08 16:51:07,0.213499,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,206,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
101,2020-02-08 16:51:09,0.214777,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,208,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
102,2020-02-08 16:51:11,0.214813,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,210,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
103,2020-02-08 16:51:14,0.211509,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,212,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
104,2020-02-08 16:51:16,0.215264,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,214,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
105,2020-02-08 16:51:18,0.215161,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,216,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
106,2020-02-08 16:51:20,0.21414,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,218,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
107,2020-02-08 16:51:22,0.212228,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,220,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
108,2020-02-08 16:51:25,0.21505,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,222,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
109,2020-02-08 16:51:27,0.214642,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,224,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
110,2020-02-08 16:51:30,0.214625,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,226,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
111,2020-02-08 16:51:32,0.212594,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,228,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
112,2020-02-08 16:51:34,0.214785,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,230,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
113,2020-02-08 16:51:37,0.211761,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,232,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
114,2020-02-08 16:51:39,0.215303,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,234,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
115,2020-02-08 16:51:41,0.210664,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,236,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
116,2020-02-08 16:51:43,0.217296,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,238,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
117,2020-02-08 16:51:45,0.213831,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,240,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
118,2020-02-08 16:51:47,0.213178,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,242,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
119,2020-02-08 16:51:50,0.219641,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,244,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
120,2020-02-08 16:51:52,0.216433,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,246,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
121,2020-02-08 16:51:55,0.210889,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,248,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
122,2020-02-08 16:51:57,0.211749,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,250,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
123,2020-02-08 16:51:59,0.21671,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,252,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
124,2020-02-08 16:52:01,0.213571,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,254,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
125,2020-02-08 16:52:04,0.215625,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,256,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
126,2020-02-08 16:52:06,0.215157,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,258,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
127,2020-02-08 16:52:08,0.211438,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,260,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
128,2020-02-08 16:52:10,0.216028,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,262,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
129,2020-02-08 16:52:12,0.21739,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,264,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
130,2020-02-08 16:52:14,0.211287,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,266,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
131,2020-02-08 16:52:18,0.216388,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,268,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
132,2020-02-08 16:52:20,0.218181,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,270,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
133,2020-02-08 16:52:22,0.22335,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,272,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
134,2020-02-08 16:52:24,0.219509,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,274,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
135,2020-02-08 16:52:26,0.212356,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,276,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
136,2020-02-08 16:52:29,0.215528,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,278,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
137,2020-02-08 16:52:31,0.21819,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,280,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
138,2020-02-08 16:52:33,0.217862,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,282,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
139,2020-02-08 16:52:37,0.216242,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,286,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
140,2020-02-08 16:52:40,0.2129,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,288,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
141,2020-02-08 16:52:43,0.211673,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,290,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
142,2020-02-08 16:52:45,0.21509,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,292,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
143,2020-02-08 16:52:47,0.216694,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,294,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
144,2020-02-08 16:52:49,0.214132,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,296,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
145,2020-02-08 16:52:51,0.208971,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,298,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
146,2020-02-08 16:52:54,0.215867,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,300,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
147,2020-02-08 16:52:56,0.216057,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,302,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
148,2020-02-08 16:52:59,0.217851,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,304,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
149,2020-02-08 16:53:01,0.214821,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,306,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
150,2020-02-08 16:53:03,0.215867,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,308,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
151,2020-02-08 16:53:06,0.21876,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,310,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
152,2020-02-08 16:53:08,0.214193,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,312,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
153,2020-02-08 16:53:10,0.215723,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,314,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
154,2020-02-08 16:53:12,0.21913,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,316,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
155,2020-02-08 16:53:14,0.218868,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,318,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
156,2020-02-08 16:53:16,0.210899,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,320,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
157,2020-02-08 16:53:20,0.2174,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,322,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
158,2020-02-08 16:53:22,0.216783,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,324,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
159,2020-02-08 16:53:24,0.215288,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,326,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
160,2020-02-08 16:53:26,0.212113,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,328,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
161,2020-02-08 16:53:28,0.214007,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,330,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
162,2020-02-08 16:53:31,0.210956,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,332,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
163,2020-02-08 16:53:33,0.2102,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,334,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
164,2020-02-08 16:53:35,0.213419,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,336,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
165,2020-02-08 16:53:38,0.214979,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,338,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
166,2020-02-08 16:53:40,0.214463,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,340,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
167,2020-02-08 16:53:42,0.216854,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,342,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
168,2020-02-08 16:53:45,0.213819,normal_mode,pump vibration acceleration RMS,g,0.0,0.0,344,среднеквадратичное ускорение вибрации насоса,main_recommended,SKAB
