t,timestamp,value,regime_hint,source_y_name,y_units,original_index,source_y_name_ru,recommended_group,source_dataset
33,2015-09-02 09:55:00,6.56,normal,traffic sensor occupancy,occupancy units / %,61,занятость дорожного датчика,backup_less_clear,NAB
34,2015-09-02 10:25:00,9.56,normal,traffic sensor occupancy,occupancy units / %,63,занятость дорожного датчика,backup_less_clear,NAB
35,2015-09-02 10:50:00,5.06,normal,traffic sensor occupancy,occupancy units / %,65,занятость дорожного датчика,backup_less_clear,NAB
36,2015-09-02 11:25:00,8.78,normal,traffic sensor occupancy,occupancy units / %,67,занятость дорожного датчика,backup_less_clear,NAB
37,2015-09-02 11:45:00,7.0,normal,traffic sensor occupancy,occupancy units / %,68,занятость дорожного датчика,backup_less_clear,NAB
38,2015-09-02 12:15:00,14.28,normal,traffic sensor occupancy,occupancy units / %,70,занятость дорожного датчика,backup_less_clear,NAB
39,2015-09-02 12:50:00,15.11,normal,traffic sensor occupancy,occupancy units / %,72,занятость дорожного датчика,backup_less_clear,NAB
40,2015-09-02 13:15:00,17.61,normal,traffic sensor occupancy,occupancy units / %,74,занятость дорожного датчика,backup_less_clear,NAB
41,2015-09-02 13:55:00,15.28,normal,traffic sensor occupancy,occupancy units / %,76,занятость дорожного датчика,backup_less_clear,NAB
42,2015-09-02 14:15:00,8.78,normal,traffic sensor occupancy,occupancy units / %,77,занятость дорожного датчика,backup_less_clear,NAB
43,2015-09-02 14:45:00,10.78,normal,traffic sensor occupancy,occupancy units / %,79,занятость дорожного датчика,backup_less_clear,NAB
44,2015-09-02 15:20:00,15.39,normal,traffic sensor occupancy,occupancy units / %,81,занятость дорожного датчика,backup_less_clear,NAB
45,2015-09-02 15:45:00,14.0,normal,traffic sensor occupancy,occupancy units / %,83,занятость дорожного датчика,backup_less_clear,NAB
46,2015-09-02 16:10:00,11.67,normal,traffic sensor occupancy,occupancy units / %,85,занятость дорожного датчика,backup_less_clear,NAB
47,2015-09-02 16:20:00,7.5,normal,traffic sensor occupancy,occupancy units / %,86,занятость дорожного датчика,backup_less_clear,NAB
48,2015-09-02 16:50:00,11.94,normal,traffic sensor occupancy,occupancy units / %,88,занятость дорожного датчика,backup_less_clear,NAB
49,2015-09-02 17:20:00,18.5,normal,traffic sensor occupancy,occupancy units / %,90,занятость дорожного датчика,backup_less_clear,NAB
50,2015-09-02 17:40:00,8.44,normal,traffic sensor occupancy,occupancy units / %,92,занятость дорожного датчика,backup_less_clear,NAB
51,2015-09-02 18:35:00,6.72,normal,traffic sensor occupancy,occupancy units / %,94,занятость дорожного датчика,backup_less_clear,NAB
52,2015-09-02 19:00:00,3.78,normal,traffic sensor occupancy,occupancy units / %,95,занятость дорожного датчика,backup_less_clear,NAB
53,2015-09-02 19:51:00,3.72,normal,traffic sensor occupancy,occupancy units / %,97,занятость дорожного датчика,backup_less_clear,NAB
54,2015-09-02 20:16:00,13.33,normal,traffic sensor occupancy,occupancy units / %,99,занятость дорожного датчика,backup_less_clear,NAB
55,2015-09-02 21:06:00,2.94,normal,traffic sensor occupancy,occupancy units / %,101,занятость дорожного датчика,backup_less_clear,NAB
56,2015-09-02 21:51:00,4.78,normal,traffic sensor occupancy,occupancy units / %,103,занятость дорожного датчика,backup_less_clear,NAB
57,2015-09-02 22:11:00,9.44,normal,traffic sensor occupancy,occupancy units / %,104,занятость дорожного датчика,backup_less_clear,NAB
58,2015-09-02 23:16:00,5.17,normal,traffic sensor occupancy,occupancy units / %,106,занятость дорожного датчика,backup_less_clear,NAB
59,2015-09-03 00:26:00,3.89,normal,traffic sensor occupancy,occupancy units / %,108,занятость дорожного датчика,backup_less_clear,NAB
60,2015-09-03 01:31:00,2.44,normal,traffic sensor occupancy,occupancy units / %,110,занятость дорожного датчика,backup_less_clear,NAB
61,2015-09-03 03:41:00,4.78,normal,traffic sensor occupancy,occupancy units / %,112,занятость дорожного датчика,backup_less_clear,NAB
62,2015-09-03 03:46:00,1.61,normal,traffic sensor occupancy,occupancy units / %,113,занятость дорожного датчика,backup_less_clear,NAB
63,2015-09-03 05:36:00,10.67,normal,traffic sensor occupancy,occupancy units / %,115,занятость дорожного датчика,backup_less_clear,NAB
64,2015-09-03 06:11:00,2.17,normal,traffic sensor occupancy,occupancy units / %,117,занятость дорожного датчика,backup_less_clear,NAB
65,2015-09-03 06:41:00,4.56,normal,traffic sensor occupancy,occupancy units / %,119,занятость дорожного датчика,backup_less_clear,NAB
66,2015-09-03 07:26:00,6.28,normal,traffic sensor occupancy,occupancy units / %,121,занятость дорожного датчика,backup_less_clear,NAB
67,2015-09-03 07:31:00,11.5,normal,traffic sensor occupancy,occupancy units / %,122,занятость дорожного датчика,backup_less_clear,NAB
68,2015-09-03 08:06:00,17.61,normal,traffic sensor occupancy,occupancy units / %,124,занятость дорожного датчика,backup_less_clear,NAB
69,2015-09-03 08:46:00,7.5,normal,traffic sensor occupancy,occupancy units / %,126,занятость дорожного датчика,backup_less_clear,NAB
70,2015-09-03 09:31:00,9.44,normal,traffic sensor occupancy,occupancy units / %,128,занятость дорожного датчика,backup_less_clear,NAB
71,2015-09-03 10:06:00,17.28,normal,traffic sensor occupancy,occupancy units / %,130,занятость дорожного датчика,backup_less_clear,NAB
72,2015-09-03 10:21:00,7.5,normal,traffic sensor occupancy,occupancy units / %,131,занятость дорожного датчика,backup_less_clear,NAB
73,2015-09-03 10:46:00,13.61,normal,traffic sensor occupancy,occupancy units / %,133,занятость дорожного датчика,backup_less_clear,NAB
74,2015-09-03 11:36:00,16.72,normal,traffic sensor occupancy,occupancy units / %,135,занятость дорожного датчика,backup_less_clear,NAB
75,2015-09-03 12:06:00,10.44,normal,traffic sensor occupancy,occupancy units / %,137,занятость дорожного датчика,backup_less_clear,NAB
76,2015-09-03 12:26:00,10.39,normal,traffic sensor occupancy,occupancy units / %,139,занятость дорожного датчика,backup_less_clear,NAB
77,2015-09-03 12:51:00,15.5,normal,traffic sensor occupancy,occupancy units / %,140,занятость дорожного датчика,backup_less_clear,NAB
78,2015-09-03 13:36:00,13.39,normal,traffic sensor occupancy,occupancy units / %,142,занятость дорожного датчика,backup_less_clear,NAB
79,2015-09-03 14:01:00,11.11,normal,traffic sensor occupancy,occupancy units / %,144,занятость дорожного датчика,backup_less_clear,NAB
80,2015-09-03 14:41:00,12.33,normal,traffic sensor occupancy,occupancy units / %,146,занятость дорожного датчика,backup_less_clear,NAB
81,2015-09-03 15:11:00,12.28,normal,traffic sensor occupancy,occupancy units / %,148,занятость дорожного датчика,backup_less_clear,NAB
82,2015-09-03 15:36:00,12.17,normal,traffic sensor occupancy,occupancy units / %,149,занятость дорожного датчика,backup_less_clear,NAB
83,2015-09-03 16:11:00,16.06,normal,traffic sensor occupancy,occupancy units / %,151,занятость дорожного датчика,backup_less_clear,NAB
84,2015-09-03 16:41:00,13.89,normal,traffic sensor occupancy,occupancy units / %,153,занятость дорожного датчика,backup_less_clear,NAB
85,2015-09-03 17:26:00,10.28,normal,traffic sensor occupancy,occupancy units / %,155,занятость дорожного датчика,backup_less_clear,NAB
86,2015-09-03 17:51:00,13.94,normal,traffic sensor occupancy,occupancy units / %,157,занятость дорожного датчика,backup_less_clear,NAB
87,2015-09-03 18:11:00,4.5,normal,traffic sensor occupancy,occupancy units / %,158,занятость дорожного датчика,backup_less_clear,NAB
88,2015-09-03 18:36:00,5.72,normal,traffic sensor occupancy,occupancy units / %,160,занятость дорожного датчика,backup_less_clear,NAB
89,2015-09-03 19:11:00,7.39,normal,traffic sensor occupancy,occupancy units / %,162,занятость дорожного датчика,backup_less_clear,NAB
90,2015-09-03 19:57:00,4.44,normal,traffic sensor occupancy,occupancy units / %,164,занятость дорожного датчика,backup_less_clear,NAB
91,2015-09-03 21:17:00,8.72,normal,traffic sensor occupancy,occupancy units / %,167,занятость дорожного датчика,backup_less_clear,NAB
92,2015-09-03 21:37:00,6.94,normal,traffic sensor occupancy,occupancy units / %,169,занятость дорожного датчика,backup_less_clear,NAB
93,2015-09-03 23:02:00,1.44,normal,traffic sensor occupancy,occupancy units / %,171,занятость дорожного датчика,backup_less_clear,NAB
94,2015-09-04 00:17:00,4.44,normal,traffic sensor occupancy,occupancy units / %,173,занятость дорожного датчика,backup_less_clear,NAB
95,2015-09-04 01:57:00,4.61,normal,traffic sensor occupancy,occupancy units / %,175,занятость дорожного датчика,backup_less_clear,NAB
96,2015-09-04 03:57:00,1.22,normal,traffic sensor occupancy,occupancy units / %,176,занятость дорожного датчика,backup_less_clear,NAB
97,2015-09-04 04:27:00,1.06,normal,traffic sensor occupancy,occupancy units / %,178,занятость дорожного датчика,backup_less_clear,NAB
98,2015-09-04 05:27:00,2.17,normal,traffic sensor occupancy,occupancy units / %,180,занятость дорожного датчика,backup_less_clear,NAB
99,2015-09-04 06:17:00,11.78,normal,traffic sensor occupancy,occupancy units / %,182,занятость дорожного датчика,backup_less_clear,NAB
100,2015-09-04 06:37:00,10.28,normal,traffic sensor occupancy,occupancy units / %,184,занятость дорожного датчика,backup_less_clear,NAB
101,2015-09-04 06:47:00,11.61,normal,traffic sensor occupancy,occupancy units / %,185,занятость дорожного датчика,backup_less_clear,NAB
102,2015-09-04 07:17:00,10.17,normal,traffic sensor occupancy,occupancy units / %,187,занятость дорожного датчика,backup_less_clear,NAB
103,2015-09-04 08:07:00,6.17,normal,traffic sensor occupancy,occupancy units / %,189,занятость дорожного датчика,backup_less_clear,NAB
104,2015-09-04 08:42:00,13.17,normal,traffic sensor occupancy,occupancy units / %,191,занятость дорожного датчика,backup_less_clear,NAB
105,2015-09-04 09:07:00,3.67,normal,traffic sensor occupancy,occupancy units / %,193,занятость дорожного датчика,backup_less_clear,NAB
106,2015-09-04 09:32:00,12.06,normal,traffic sensor occupancy,occupancy units / %,194,занятость дорожного датчика,backup_less_clear,NAB
107,2015-09-04 10:27:00,11.11,normal,traffic sensor occupancy,occupancy units / %,196,занятость дорожного датчика,backup_less_clear,NAB
108,2015-09-04 10:57:00,9.06,normal,traffic sensor occupancy,occupancy units / %,198,занятость дорожного датчика,backup_less_clear,NAB
109,2015-09-04 11:37:00,15.28,normal,traffic sensor occupancy,occupancy units / %,200,занятость дорожного датчика,backup_less_clear,NAB
110,2015-09-04 12:27:00,6.22,normal,traffic sensor occupancy,occupancy units / %,202,занятость дорожного датчика,backup_less_clear,NAB
111,2015-09-04 13:12:00,10.94,normal,traffic sensor occupancy,occupancy units / %,203,занятость дорожного датчика,backup_less_clear,NAB
112,2015-09-04 13:47:00,2.22,normal,traffic sensor occupancy,occupancy units / %,205,занятость дорожного датчика,backup_less_clear,NAB
113,2015-09-04 14:27:00,10.72,normal,traffic sensor occupancy,occupancy units / %,207,занятость дорожного датчика,backup_less_clear,NAB
114,2015-09-04 15:12:00,10.06,normal,traffic sensor occupancy,occupancy units / %,209,занятость дорожного датчика,backup_less_clear,NAB
115,2015-09-04 15:52:00,15.0,normal,traffic sensor occupancy,occupancy units / %,211,занятость дорожного датчика,backup_less_clear,NAB
116,2015-09-04 16:12:00,4.17,normal,traffic sensor occupancy,occupancy units / %,212,занятость дорожного датчика,backup_less_clear,NAB
117,2015-09-04 17:07:00,10.72,normal,traffic sensor occupancy,occupancy units / %,214,занятость дорожного датчика,backup_less_clear,NAB
118,2015-09-04 17:42:00,11.83,normal,traffic sensor occupancy,occupancy units / %,216,занятость дорожного датчика,backup_less_clear,NAB
119,2015-09-04 18:32:00,5.06,normal,traffic sensor occupancy,occupancy units / %,218,занятость дорожного датчика,backup_less_clear,NAB
120,2015-09-04 18:57:00,2.61,normal,traffic sensor occupancy,occupancy units / %,220,занятость дорожного датчика,backup_less_clear,NAB
121,2015-09-04 19:37:00,3.56,normal,traffic sensor occupancy,occupancy units / %,221,занятость дорожного датчика,backup_less_clear,NAB
122,2015-09-04 20:12:00,2.0,normal,traffic sensor occupancy,occupancy units / %,223,занятость дорожного датчика,backup_less_clear,NAB
123,2015-09-04 20:33:00,3.83,normal,traffic sensor occupancy,occupancy units / %,225,занятость дорожного датчика,backup_less_clear,NAB
124,2015-09-04 21:43:00,7.0,normal,traffic sensor occupancy,occupancy units / %,227,занятость дорожного датчика,backup_less_clear,NAB
125,2015-09-04 22:08:00,1.11,normal,traffic sensor occupancy,occupancy units / %,229,занятость дорожного датчика,backup_less_clear,NAB
126,2015-09-08 10:44:00,10.06,normal,traffic sensor occupancy,occupancy units / %,230,занятость дорожного датчика,backup_less_clear,NAB
127,2015-09-08 11:29:00,11.11,normal,traffic sensor occupancy,occupancy units / %,232,занятость дорожного датчика,backup_less_clear,NAB
128,2015-09-08 11:54:00,8.72,normal,traffic sensor occupancy,occupancy units / %,234,занятость дорожного датчика,backup_less_clear,NAB
129,2015-09-08 12:27:00,2.5,normal,traffic sensor occupancy,occupancy units / %,236,занятость дорожного датчика,backup_less_clear,NAB
130,2015-09-08 13:06:00,5.0,normal,traffic sensor occupancy,occupancy units / %,238,занятость дорожного датчика,backup_less_clear,NAB
131,2015-09-08 13:26:00,10.44,normal,traffic sensor occupancy,occupancy units / %,239,занятость дорожного датчика,backup_less_clear,NAB
132,2015-09-08 14:11:00,4.83,normal,traffic sensor occupancy,occupancy units / %,241,занятость дорожного датчика,backup_less_clear,NAB
133,2015-09-08 14:36:00,10.22,normal,traffic sensor occupancy,occupancy units / %,243,занятость дорожного датчика,backup_less_clear,NAB
134,2015-09-08 15:06:00,10.89,normal,traffic sensor occupancy,occupancy units / %,245,занятость дорожного датчика,backup_less_clear,NAB
135,2015-09-08 16:36:00,6.17,normal,traffic sensor occupancy,occupancy units / %,247,занятость дорожного датчика,backup_less_clear,NAB
136,2015-09-08 16:41:00,13.06,normal,traffic sensor occupancy,occupancy units / %,248,занятость дорожного датчика,backup_less_clear,NAB
137,2015-09-08 17:21:00,6.33,normal,traffic sensor occupancy,occupancy units / %,250,занятость дорожного датчика,backup_less_clear,NAB
138,2015-09-08 17:51:00,5.56,normal,traffic sensor occupancy,occupancy units / %,252,занятость дорожного датчика,backup_less_clear,NAB
139,2015-09-08 18:46:00,10.94,normal,traffic sensor occupancy,occupancy units / %,254,занятость дорожного датчика,backup_less_clear,NAB
140,2015-09-08 19:11:00,13.56,normal,traffic sensor occupancy,occupancy units / %,256,занятость дорожного датчика,backup_less_clear,NAB
141,2015-09-08 19:46:00,6.28,normal,traffic sensor occupancy,occupancy units / %,257,занятость дорожного датчика,backup_less_clear,NAB
142,2015-09-08 20:36:00,9.5,normal,traffic sensor occupancy,occupancy units / %,259,занятость дорожного датчика,backup_less_clear,NAB
143,2015-09-08 21:31:00,6.06,normal,traffic sensor occupancy,occupancy units / %,261,занятость дорожного датчика,backup_less_clear,NAB
144,2015-09-08 22:01:00,6.28,normal,traffic sensor occupancy,occupancy units / %,263,занятость дорожного датчика,backup_less_clear,NAB
145,2015-09-08 22:51:00,4.17,normal,traffic sensor occupancy,occupancy units / %,265,занятость дорожного датчика,backup_less_clear,NAB
146,2015-09-08 23:01:00,1.67,normal,traffic sensor occupancy,occupancy units / %,266,занятость дорожного датчика,backup_less_clear,NAB
147,2015-09-09 01:51:00,0.61,normal,traffic sensor occupancy,occupancy units / %,268,занятость дорожного датчика,backup_less_clear,NAB
148,2015-09-09 07:34:00,15.11,normal,traffic sensor occupancy,occupancy units / %,270,занятость дорожного датчика,backup_less_clear,NAB
149,2015-09-09 10:18:00,12.06,normal,traffic sensor occupancy,occupancy units / %,272,занятость дорожного датчика,backup_less_clear,NAB
150,2015-09-09 10:53:00,6.22,normal,traffic sensor occupancy,occupancy units / %,274,занятость дорожного датчика,backup_less_clear,NAB
151,2015-09-09 11:33:00,8.5,normal,traffic sensor occupancy,occupancy units / %,277,занятость дорожного датчика,backup_less_clear,NAB
152,2015-09-09 12:03:00,6.28,normal,traffic sensor occupancy,occupancy units / %,279,занятость дорожного датчика,backup_less_clear,NAB
153,2015-09-09 12:38:00,6.17,normal,traffic sensor occupancy,occupancy units / %,281,занятость дорожного датчика,backup_less_clear,NAB
154,2015-09-09 12:58:00,11.0,normal,traffic sensor occupancy,occupancy units / %,283,занятость дорожного датчика,backup_less_clear,NAB
155,2015-09-09 13:18:00,11.0,normal,traffic sensor occupancy,occupancy units / %,284,занятость дорожного датчика,backup_less_clear,NAB
156,2015-09-09 13:53:00,7.28,normal,traffic sensor occupancy,occupancy units / %,286,занятость дорожного датчика,backup_less_clear,NAB
157,2015-09-09 14:18:00,10.78,normal,traffic sensor occupancy,occupancy units / %,288,занятость дорожного датчика,backup_less_clear,NAB
158,2015-09-09 14:53:00,11.28,normal,traffic sensor occupancy,occupancy units / %,290,занятость дорожного датчика,backup_less_clear,NAB
159,2015-09-09 15:23:00,5.06,normal,traffic sensor occupancy,occupancy units / %,292,занятость дорожного датчика,backup_less_clear,NAB
160,2015-09-09 15:48:00,9.5,normal,traffic sensor occupancy,occupancy units / %,293,занятость дорожного датчика,backup_less_clear,NAB
161,2015-09-09 16:38:00,11.22,normal,traffic sensor occupancy,occupancy units / %,295,занятость дорожного датчика,backup_less_clear,NAB
162,2015-09-09 16:58:00,12.89,normal,traffic sensor occupancy,occupancy units / %,297,занятость дорожного датчика,backup_less_clear,NAB
163,2015-09-09 17:33:00,12.11,normal,traffic sensor occupancy,occupancy units / %,299,занятость дорожного датчика,backup_less_clear,NAB
164,2015-09-09 18:33:00,7.28,normal,traffic sensor occupancy,occupancy units / %,301,занятость дорожного датчика,backup_less_clear,NAB
165,2015-09-09 18:38:00,3.22,normal,traffic sensor occupancy,occupancy units / %,302,занятость дорожного датчика,backup_less_clear,NAB
166,2015-09-09 19:18:00,10.33,normal,traffic sensor occupancy,occupancy units / %,304,занятость дорожного датчика,backup_less_clear,NAB
167,2015-09-09 19:58:00,5.56,normal,traffic sensor occupancy,occupancy units / %,306,занятость дорожного датчика,backup_less_clear,NAB
168,2015-09-09 20:43:00,13.17,normal,traffic sensor occupancy,occupancy units / %,308,занятость дорожного датчика,backup_less_clear,NAB
169,2015-09-09 21:28:00,6.89,normal,traffic sensor occupancy,occupancy units / %,310,занятость дорожного датчика,backup_less_clear,NAB
170,2015-09-09 21:53:00,0.56,normal,traffic sensor occupancy,occupancy units / %,311,занятость дорожного датчика,backup_less_clear,NAB
171,2015-09-09 22:13:00,0.78,normal,traffic sensor occupancy,occupancy units / %,313,занятость дорожного датчика,backup_less_clear,NAB
172,2015-09-09 23:33:00,0.67,normal,traffic sensor occupancy,occupancy units / %,315,занятость дорожного датчика,backup_less_clear,NAB
173,2015-09-10 00:23:00,1.61,normal,traffic sensor occupancy,occupancy units / %,317,занятость дорожного датчика,backup_less_clear,NAB
174,2015-09-10 02:53:00,0.78,normal,traffic sensor occupancy,occupancy units / %,319,занятость дорожного датчика,backup_less_clear,NAB
175,2015-09-10 04:34:00,1.06,normal,traffic sensor occupancy,occupancy units / %,320,занятость дорожного датчика,backup_less_clear,NAB
176,2015-09-10 08:00:00,14.67,normal,traffic sensor occupancy,occupancy units / %,322,занятость дорожного датчика,backup_less_clear,NAB
177,2015-09-10 08:43:00,17.78,normal,traffic sensor occupancy,occupancy units / %,324,занятость дорожного датчика,backup_less_clear,NAB
178,2015-09-10 09:18:00,6.83,normal,traffic sensor occupancy,occupancy units / %,326,занятость дорожного датчика,backup_less_clear,NAB
179,2015-09-10 09:43:00,3.67,normal,traffic sensor occupancy,occupancy units / %,328,занятость дорожного датчика,backup_less_clear,NAB
180,2015-09-10 09:57:00,3.44,normal,traffic sensor occupancy,occupancy units / %,329,занятость дорожного датчика,backup_less_clear,NAB
181,2015-09-10 10:17:00,7.44,normal,traffic sensor occupancy,occupancy units / %,331,занятость дорожного датчика,backup_less_clear,NAB
182,2015-09-10 10:52:00,11.11,normal,traffic sensor occupancy,occupancy units / %,333,занятость дорожного датчика,backup_less_clear,NAB
183,2015-09-10 11:27:00,12.94,normal,traffic sensor occupancy,occupancy units / %,335,занятость дорожного датчика,backup_less_clear,NAB
184,2015-09-10 11:57:00,12.5,normal,traffic sensor occupancy,occupancy units / %,337,занятость дорожного датчика,backup_less_clear,NAB
185,2015-09-10 12:02:00,8.5,normal,traffic sensor occupancy,occupancy units / %,338,занятость дорожного датчика,backup_less_clear,NAB
186,2015-09-10 12:52:00,12.06,normal,traffic sensor occupancy,occupancy units / %,340,занятость дорожного датчика,backup_less_clear,NAB
187,2015-09-10 13:22:00,10.78,normal,traffic sensor occupancy,occupancy units / %,342,занятость дорожного датчика,backup_less_clear,NAB
188,2015-09-10 14:02:00,3.5,normal,traffic sensor occupancy,occupancy units / %,344,занятость дорожного датчика,backup_less_clear,NAB
189,2015-09-10 14:27:00,13.44,normal,traffic sensor occupancy,occupancy units / %,346,занятость дорожного датчика,backup_less_clear,NAB
190,2015-09-10 14:52:00,4.17,normal,traffic sensor occupancy,occupancy units / %,347,занятость дорожного датчика,backup_less_clear,NAB
191,2015-09-10 15:27:00,5.56,normal,traffic sensor occupancy,occupancy units / %,349,занятость дорожного датчика,backup_less_clear,NAB
192,2015-09-10 15:52:00,4.72,normal,traffic sensor occupancy,occupancy units / %,351,занятость дорожного датчика,backup_less_clear,NAB
193,2015-09-10 16:27:00,17.22,normal,traffic sensor occupancy,occupancy units / %,353,занятость дорожного датчика,backup_less_clear,NAB
194,2015-09-10 17:07:00,9.28,normal,traffic sensor occupancy,occupancy units / %,355,занятость дорожного датчика,backup_less_clear,NAB
195,2015-09-10 17:12:00,11.72,normal,traffic sensor occupancy,occupancy units / %,356,занятость дорожного датчика,backup_less_clear,NAB
196,2015-09-10 17:52:00,3.78,normal,traffic sensor occupancy,occupancy units / %,358,занятость дорожного датчика,backup_less_clear,NAB
197,2015-09-10 18:22:00,6.5,normal,traffic sensor occupancy,occupancy units / %,360,занятость дорожного датчика,backup_less_clear,NAB
198,2015-09-10 18:42:00,7.28,normal,traffic sensor occupancy,occupancy units / %,362,занятость дорожного датчика,backup_less_clear,NAB
199,2015-09-10 19:22:00,3.56,normal,traffic sensor occupancy,occupancy units / %,364,занятость дорожного датчика,backup_less_clear,NAB
200,2015-09-10 19:42:00,8.56,normal,traffic sensor occupancy,occupancy units / %,365,занятость дорожного датчика,backup_less_clear,NAB
201,2015-09-10 20:02:00,1.33,normal,traffic sensor occupancy,occupancy units / %,367,занятость дорожного датчика,backup_less_clear,NAB
202,2015-09-10 20:32:00,1.28,normal,traffic sensor occupancy,occupancy units / %,369,занятость дорожного датчика,backup_less_clear,NAB
203,2015-09-10 21:17:00,2.56,normal,traffic sensor occupancy,occupancy units / %,371,занятость дорожного датчика,backup_less_clear,NAB
204,2015-09-10 22:12:00,7.11,normal,traffic sensor occupancy,occupancy units / %,373,занятость дорожного датчика,backup_less_clear,NAB
205,2015-09-10 23:17:00,0.89,normal,traffic sensor occupancy,occupancy units / %,374,занятость дорожного датчика,backup_less_clear,NAB
206,2015-09-11 00:32:00,0.94,normal,traffic sensor occupancy,occupancy units / %,376,занятость дорожного датчика,backup_less_clear,NAB
207,2015-09-11 01:12:00,0.22,normal,traffic sensor occupancy,occupancy units / %,378,занятость дорожного датчика,backup_less_clear,NAB
208,2015-09-11 04:32:00,1.56,normal,traffic sensor occupancy,occupancy units / %,380,занятость дорожного датчика,backup_less_clear,NAB
209,2015-09-11 05:02:00,8.94,normal,traffic sensor occupancy,occupancy units / %,382,занятость дорожного датчика,backup_less_clear,NAB
